date of birth,number of people
1932_04_01,51
1932_05_10,51
1932_08_12,51
1932_09_18,51
1932_10_12,51
1933_03_10,51
1933_05_12,51
1933_08_18,51
1934_10_08,51
1934_10_09,51
1934_11_25,51
1935_01_02,51
1935_05_15,51
1935_06_04,51
1935_07_08,51
1935_07_25,51
1935_10_16,51
1935_11_05,51
1935_11_10,51
1935_12_01,51
1936_01_04,51
1936_03_08,51
1936_04_20,51
1936_07_03,51
1936_07_11,51
1936_07_12,51
1936_08_03,51
1936_08_09,51
1936_08_28,51
1936_09_03,51
1936_09_08,51
1936_09_26,51
1936_10_11,51
1936_12_06,51
1937_01_16,51
1937_01_27,51
1937_02_12,51
1937_02_14,51
1937_02_17,51
1937_03_05,51
1937_04_01,51
1937_04_14,51
1937_05_25,51
1937_08_02,51
1937_08_16,51
1938_02_05,51
1938_04_11,51
1938_05_17,51
1938_06_22,51
1938_08_05,51
1938_11_05,51
1938_11_08,51
1938_12_03,51
1939_03_11,51
1939_05_16,51
1939_05_20,51
1939_06_03,51
1939_07_16,51
1939_07_21,51
1939_08_03,51
1939_09_24,51
1939_10_05,51
1939_10_21,51
1939_11_09,51
1939_11_22,51
1939_12_03,51
1939_12_20,51
1940_03_19,51
1940_03_21,51
1940_03_28,51
1940_04_30,51
1940_08_06,51
1940_08_14,51
1940_09_17,51
1940_10_17,51
1940_10_21,51
1940_11_30,51
1941_01_27,51
1941_02_04,51
1941_02_21,51
1941_04_11,51
1941_06_29,51
1941_07_15,51
1941_09_23,51
1941_10_27,51
1941_10_28,51
1941_11_21,51
1941_12_05,51
1941_12_19,51
1942_02_24,51
1942_11_02,51
1943_01_18,51
1943_04_29,51
1943_04_30,51
1943_05_21,51
1944_01_29,51
1944_05_14,51
1944_10_27,51
1944_11_06,51
1944_11_29,51
1944_12_18,51
1945_01_14,51
1976_07_31,51
1976_11_04,51
1976_11_21,51
1976_11_23,51
1977_02_06,51
1977_02_18,51
1977_04_16,51
1977_04_26,51
1977_05_11,51
1977_06_26,51
1977_06_27,51
1977_08_17,51
1977_09_11,51
1977_09_21,51
1977_10_15,51
1977_10_21,51
1977_10_28,51
1978_01_05,51
1978_01_16,51
1978_01_18,51
1978_02_18,51
1978_06_16,51
1927_03_07,50
1927_06_01,50
1929_02_09,50
1929_03_12,50
1929_04_04,50
1930_02_10,50
1930_03_01,50
1930_06_17,50
1931_02_01,50
1931_12_12,50
1932_04_03,50
1932_09_12,50
1933_01_07,50
1933_03_20,50
1933_04_17,50
1933_05_06,50
1933_10_16,50
1934_02_04,50
1934_03_10,50
1935_02_15,50
1935_03_19,50
1935_05_10,50
1935_08_20,50
1935_09_10,50
1935_09_23,50
1935_10_12,50
1935_10_25,50
1936_04_03,50
1936_04_11,50
1936_05_07,50
1936_06_19,50
1936_07_08,50
1936_08_25,50
1936_09_04,50
1936_09_17,50
1936_10_03,50
1936_10_14,50
1936_11_16,50
1936_12_19,50
1937_02_25,50
1937_04_19,50
1937_04_24,50
1937_04_26,50
1937_05_07,50
1937_06_13,50
1937_06_15,50
1937_07_05,50
1937_08_12,50
1937_08_29,50
1937_09_17,50
1937_10_17,50
1937_12_28,50
1938_02_08,50
1938_04_03,50
1938_06_30,50
1938_07_18,50
1938_09_04,50
1938_09_05,50
1938_09_24,50
1938_10_30,50
1938_12_06,50
1938_12_11,50
1938_12_23,50
1939_02_11,50
1939_02_16,50
1939_03_01,50
1939_05_11,50
1939_05_12,50
1939_05_17,50
1939_05_18,50
1939_05_27,50
1939_06_04,50
1939_08_05,50
1939_08_09,50
1939_08_12,50
1939_08_21,50
1939_09_13,50
1939_10_22,50
1939_11_18,50
1939_12_11,50
1939_12_29,50
1940_01_19,50
1940_01_29,50
1940_02_22,50
1940_03_20,50
1940_04_19,50
1940_04_27,50
1940_05_16,50
1940_06_18,50
1940_07_11,50
1941_01_14,50
1941_02_15,50
1941_03_25,50
1941_04_19,50
1941_05_11,50
1941_07_08,50
1941_07_19,50
1941_07_27,50
1941_08_18,50
1941_09_17,50
1941_09_24,50
1941_10_02,50
1941_10_22,50
1941_11_02,50
1941_12_18,50
1942_01_26,50
1942_02_11,50
1942_11_26,50
1943_01_06,50
1943_01_11,50
1943_04_09,50
1943_08_31,50
1943_10_30,50
1944_02_19,50
1944_03_26,50
1944_04_23,50
1944_11_23,50
1944_12_27,50
1945_03_29,50
1976_05_23,50
1977_02_13,50
1977_02_26,50
1977_04_30,50
1977_05_09,50
1977_05_15,50
1977_05_22,50
1977_06_29,50
1977_07_10,50
1977_10_01,50
1977_10_02,50
1977_12_05,50
1977_12_13,50
1977_12_14,50
1978_01_24,50
1978_03_02,50
1978_03_14,50
1978_03_25,50
1978_04_16,50
1978_04_28,50
1978_06_07,50
1978_06_12,50
1978_06_26,50
1978_09_19,50
1978_10_03,50
1979_08_28,50
1922_02_02,49
1924_02_02,49
1927_06_06,49
1927_08_16,49
1928_12_16,49
1929_01_02,49
1929_01_06,49
1929_03_16,49
1930_02_03,49
1930_03_02,49
1930_03_05,49
1930_04_15,49
1930_05_10,49
1930_06_04,49
1930_06_07,49
1930_06_09,49
1930_07_16,49
1930_08_01,49
1932_06_11,49
1932_08_07,49
1932_12_02,49
1933_03_16,49
1933_05_07,49
1933_06_30,49
1933_07_05,49
1934_05_14,49
1934_06_14,49
1934_08_11,49
1934_08_15,49
1935_01_03,49
1935_03_04,49
1935_03_07,49
1935_04_05,49
1935_04_09,49
1935_05_06,49
1935_06_20,49
1935_07_15,49
1935_08_09,49
1935_08_14,49
1935_09_28,49
1936_01_08,49
1936_03_10,49
1936_03_11,49
1936_03_13,49
1936_03_18,49
1936_03_20,49
1936_03_27,49
1936_04_09,49
1936_07_04,49
1936_07_25,49
1936_08_05,49
1936_08_11,49
1936_08_17,49
1936_09_23,49
1936_10_25,49
1936_10_26,49
1936_11_14,49
1936_11_21,49
1937_01_10,49
1937_04_03,49
1937_04_06,49
1937_06_08,49
1937_07_14,49
1937_09_22,49
1937_09_28,49
1937_10_09,49
1937_10_22,49
1937_10_23,49
1937_11_03,49
1937_11_12,49
1937_11_22,49
1938_02_04,49
1938_02_07,49
1938_05_08,49
1938_06_13,49
1938_07_29,49
1938_08_19,49
1938_09_03,49
1938_10_01,49
1938_11_19,49
1939_01_07,49
1939_02_09,49
1939_02_15,49
1939_03_19,49
1939_05_03,49
1939_05_25,49
1939_06_21,49
1939_09_14,49
1939_09_30,49
1939_10_08,49
1939_10_17,49
1940_01_11,49
1940_01_23,49
1940_02_23,49
1940_03_06,49
1940_08_23,49
1940_08_27,49
1940_10_13,49
1940_11_04,49
1941_02_27,49
1941_03_09,49
1941_04_03,49
1941_04_13,49
1941_05_07,49
1941_05_22,49
1941_05_31,49
1941_06_13,49
1941_06_26,49
1941_07_04,49
1941_07_12,49
1941_08_20,49
1941_08_22,49
1941_09_02,49
1941_09_08,49
1941_10_07,49
1941_11_07,49
1941_11_27,49
1941_12_17,49
1942_01_31,49
1942_05_22,49
1942_06_29,49
1942_07_24,49
1942_10_30,49
1942_11_21,49
1943_01_28,49
1943_03_09,49
1943_07_05,49
1943_12_26,49
1943_12_29,49
1944_05_13,49
1944_07_19,49
1944_10_14,49
1944_12_31,49
1945_01_20,49
1945_07_24,49
1945_11_21,49
1976_07_13,49
1976_11_28,49
1976_12_07,49
1976_12_17,49
1977_01_31,49
1977_05_08,49
1977_08_29,49
1977_12_18,49
1977_12_21,49
1977_12_30,49
1978_01_25,49
1978_03_23,49
1978_04_14,49
1978_05_30,49
1978_07_06,49
1978_10_02,49
1923_10_10,48
1926_06_01,48
1926_06_26,48
1927_03_03,48
1927_06_16,48
1927_08_27,48
1928_04_15,48
1928_08_02,48
1929_03_05,48
1929_12_24,48
1930_01_03,48
1930_01_15,48
1930_02_16,48
1930_08_12,48
1931_06_15,48
1931_11_11,48
1932_01_16,48
1932_02_15,48
1932_03_04,48
1932_04_07,48
1932_05_06,48
1932_08_26,48
1932_09_16,48
1933_01_12,48
1933_05_20,48
1933_06_17,48
1933_06_25,48
1933_07_15,48
1933_07_27,48
1933_08_07,48
1933_10_02,48
1934_02_01,48
1934_04_03,48
1934_06_17,48
1934_09_16,48
1934_10_12,48
1934_12_03,48
1935_01_05,48
1935_04_12,48
1935_06_08,48
1935_06_26,48
1935_07_03,48
1935_07_10,48
1935_08_25,48
1935_09_12,48
1935_10_20,48
1935_11_15,48
1935_12_31,48
1936_09_16,48
1936_10_15,48
1936_11_12,48
1936_11_25,48
1936_12_05,48
1937_02_07,48
1937_02_26,48
1937_05_04,48
1937_05_10,48
1937_06_14,48
1937_08_14,48
1937_08_26,48
1937_10_25,48
1937_12_03,48
1937_12_29,48
1938_01_09,48
1938_01_14,48
1938_01_16,48
1938_01_28,48
1938_04_15,48
1938_04_17,48
1938_05_11,48
1938_07_04,48
1938_07_14,48
1938_08_07,48
1938_08_26,48
1938_09_30,48
1938_10_05,48
1938_10_19,48
1938_11_09,48
1938_12_02,48
1938_12_26,48
1939_01_04,48
1939_01_29,48
1939_03_13,48
1939_03_24,48
1939_05_09,48
1939_07_08,48
1939_07_24,48
1939_07_25,48
1939_07_31,48
1939_08_04,48
1939_09_03,48
1939_09_19,48
1939_11_04,48
1939_12_26,48
1940_01_17,48
1940_01_26,48
1940_02_18,48
1940_06_29,48
1940_08_19,48
1940_09_05,48
1941_01_18,48
1941_01_31,48
1941_02_13,48
1941_02_19,48
1941_03_01,48
1941_03_02,48
1941_03_10,48
1941_03_22,48
1941_03_28,48
1941_04_09,48
1941_06_24,48
1941_07_02,48
1941_07_11,48
1941_07_13,48
1941_08_26,48
1941_09_28,48
1941_10_26,48
1941_12_15,48
1941_12_27,48
1942_03_21,48
1942_04_30,48
1942_07_22,48
1942_08_13,48
1942_09_04,48
1942_10_24,48
1943_01_08,48
1943_02_13,48
1943_08_30,48
1943_11_19,48
1943_11_22,48
1944_03_20,48
1976_08_29,48
1976_08_31,48
1976_11_14,48
1976_11_19,48
1977_03_01,48
1977_03_17,48
1977_05_26,48
1977_06_04,48
1977_07_01,48
1977_08_06,48
1977_08_23,48
1977_09_22,48
1977_09_25,48
1977_09_26,48
1977_11_10,48
1977_12_20,48
1978_02_01,48
1978_02_11,48
1978_03_05,48
1978_03_15,48
1978_05_08,48
1978_10_28,48
1978_12_04,48
1978_12_28,48
1979_02_02,48
1918_12_25,47
1924_07_01,47
1925_04_04,47
1927_09_27,47
1927_11_11,47
1928_06_12,47
1928_06_16,47
1929_02_28,47
1929_04_05,47
1929_06_29,47
1930_05_06,47
1930_06_11,47
1930_08_04,47
1930_10_09,47
1931_06_26,47
1931_09_09,47
1932_01_03,47
1932_03_05,47
1932_03_15,47
1932_04_21,47
1932_07_10,47
1932_07_25,47
1932_08_01,47
1932_08_10,47
1932_08_16,47
1932_09_19,47
1932_10_03,47
1933_01_16,47
1933_02_03,47
1933_05_01,47
1933_06_02,47
1933_07_10,47
1933_09_25,47
1933_09_26,47
1933_10_20,47
1933_12_03,47
1933_12_23,47
1934_04_10,47
1934_04_23,47
1934_06_04,47
1934_06_05,47
1934_07_02,47
1934_08_12,47
1934_10_11,47
1934_11_15,47
1935_02_12,47
1935_02_18,47
1935_04_24,47
1935_05_03,47
1935_06_02,47
1935_06_23,47
1935_06_25,47
1935_07_27,47
1935_09_01,47
1935_09_30,47
1935_10_18,47
1935_11_25,47
1936_01_17,47
1936_02_06,47
1936_03_21,47
1936_04_21,47
1936_06_02,47
1936_06_08,47
1936_06_11,47
1936_06_18,47
1936_06_22,47
1936_08_27,47
1936_09_01,47
1936_09_27,47
1936_09_28,47
1936_10_22,47
1936_11_09,47
1936_11_27,47
1936_12_28,47
1937_04_02,47
1937_04_21,47
1937_06_27,47
1937_07_10,47
1937_09_21,47
1937_09_25,47
1937_09_26,47
1937_10_01,47
1937_10_06,47
1937_11_05,47
1937_12_10,47
1938_01_08,47
1938_01_19,47
1938_01_20,47
1938_02_09,47
1938_02_20,47
1938_03_30,47
1938_04_08,47
1938_04_09,47
1938_05_13,47
1938_05_20,47
1938_05_23,47
1938_06_11,47
1938_06_18,47
1938_06_21,47
1938_06_28,47
1938_08_29,47
1938_09_01,47
1938_09_07,47
1938_09_21,47
1938_10_16,47
1938_11_02,47
1938_11_13,47
1938_11_29,47
1938_12_09,47
1938_12_22,47
1939_01_12,47
1939_01_14,47
1939_02_06,47
1939_02_21,47
1939_04_11,47
1939_04_19,47
1939_07_12,47
1939_08_17,47
1939_08_20,47
1939_08_29,47
1939_10_24,47
1939_10_25,47
1939_10_27,47
1939_11_21,47
1939_11_23,47
1939_11_24,47
1939_12_04,47
1940_02_17,47
1940_04_23,47
1940_05_31,47
1940_11_29,47
1940_12_17,47
1941_02_23,47
1941_09_03,47
1941_09_04,47
1941_10_23,47
1941_11_19,47
1941_11_26,47
1941_12_02,47
1941_12_22,47
1942_03_31,47
1942_07_31,47
1942_08_31,47
1943_04_08,47
1943_06_18,47
1944_01_27,47
1976_05_28,47
1976_10_31,47
1977_02_20,47
1977_02_23,47
1977_02_25,47
1977_03_11,47
1977_03_24,47
1977_04_11,47
1977_04_18,47
1977_06_21,47
1977_07_11,47
1977_07_14,47
1977_07_15,47
1977_08_07,47
1977_08_22,47
1977_08_26,47
1977_11_01,47
1977_11_07,47
1977_11_08,47
1977_11_19,47
1977_12_06,47
1977_12_09,47
1978_02_05,47
1978_04_10,47
1978_05_19,47
1978_06_02,47
1978_06_08,47
1978_07_15,47
1978_08_16,47
1978_09_10,47
1978_09_22,47
1978_09_24,47
1925_07_01,46
1927_03_27,46
1927_10_01,46
1927_11_15,46
1928_01_03,46
1928_02_18,46
1928_04_16,46
1928_07_07,46
1928_11_28,46
1929_03_04,46
1929_05_05,46
1929_09_01,46
1929_09_12,46
1930_01_12,46
1930_04_12,46
1930_05_01,46
1930_05_11,46
1930_06_16,46
1930_07_12,46
1930_09_10,46
1930_10_07,46
1930_12_10,46
1931_03_10,46
1931_08_01,46
1932_03_07,46
1932_03_13,46
1932_04_02,46
1932_04_13,46
1932_06_24,46
1932_06_25,46
1932_09_01,46
1932_12_31,46
1933_03_02,46
1933_03_14,46
1933_06_01,46
1933_07_06,46
1933_07_17,46
1933_08_27,46
1933_10_09,46
1934_02_28,46
1934_04_06,46
1934_04_14,46
1934_05_24,46
1934_06_24,46
1934_08_07,46
1934_08_17,46
1934_10_06,46
1935_01_16,46
1935_02_05,46
1935_02_06,46
1935_03_02,46
1935_03_06,46
1935_03_14,46
1935_03_21,46
1935_05_02,46
1935_07_21,46
1935_08_05,46
1935_08_15,46
1935_08_19,46
1935_08_22,46
1935_09_16,46
1935_10_01,46
1935_10_15,46
1935_11_06,46
1936_01_14,46
1936_02_11,46
1936_02_15,46
1936_02_27,46
1936_02_28,46
1936_03_25,46
1936_05_10,46
1936_07_20,46
1936_08_24,46
1936_08_30,46
1936_10_09,46
1936_10_17,46
1936_10_19,46
1936_11_19,46
1937_03_01,46
1937_03_28,46
1937_04_09,46
1937_04_11,46
1937_04_27,46
1937_06_18,46
1937_07_09,46
1937_07_18,46
1937_07_21,46
1937_09_13,46
1937_10_12,46
1937_12_09,46
1937_12_19,46
1937_12_22,46
1938_01_22,46
1938_02_25,46
1938_03_18,46
1938_03_23,46
1938_04_27,46
1938_06_08,46
1938_06_25,46
1938_06_29,46
1938_07_02,46
1938_07_08,46
1938_07_20,46
1938_08_21,46
1938_08_25,46
1938_09_20,46
1938_11_03,46
1938_11_21,46
1938_11_30,46
1938_12_17,46
1939_01_03,46
1939_01_11,46
1939_02_14,46
1939_03_27,46
1939_04_20,46
1939_04_21,46
1939_04_28,46
1939_05_24,46
1939_06_23,46
1939_07_29,46
1939_08_23,46
1939_09_06,46
1939_10_03,46
1939_10_04,46
1939_10_31,46
1939_11_13,46
1939_11_25,46
1940_01_22,46
1940_02_26,46
1940_03_31,46
1940_05_13,46
1940_05_30,46
1940_07_19,46
1940_08_31,46
1940_11_14,46
1941_02_06,46
1941_02_18,46
1941_03_11,46
1941_03_13,46
1941_03_17,46
1941_06_17,46
1941_07_05,46
1941_07_20,46
1941_07_29,46
1941_09_07,46
1941_10_18,46
1941_11_12,46
1942_01_19,46
1942_03_11,46
1942_08_23,46
1942_11_09,46
1943_06_21,46
1943_11_30,46
1943_12_31,46
1977_01_29,46
1977_02_15,46
1977_04_17,46
1977_04_28,46
1977_07_25,46
1977_07_26,46
1977_08_21,46
1977_10_18,46
1977_11_24,46
1977_11_27,46
1977_12_07,46
1977_12_08,46
1977_12_22,46
1977_12_31,46
1978_02_19,46
1978_03_04,46
1978_04_03,46
1978_04_20,46
1978_06_11,46
1978_06_23,46
1978_07_28,46
1978_09_18,46
1978_10_05,46
1979_04_04,46
1979_05_07,46
1979_09_09,46
1912_01_01,45
1920_02_02,45
1928_01_10,45
1928_03_10,45
1928_09_28,45
1928_10_12,45
1929_03_01,45
1929_04_01,45
1929_05_06,45
1929_07_06,45
1929_09_15,45
1930_04_02,45
1930_04_07,45
1930_08_25,45
1930_09_01,45
1930_10_20,45
1930_11_07,45
1930_11_22,45
1931_03_16,45
1932_01_12,45
1932_02_18,45
1932_02_20,45
1932_04_08,45
1932_04_11,45
1932_07_16,45
1932_08_03,45
1932_08_15,45
1932_08_18,45
1932_08_25,45
1932_09_28,45
1932_10_05,45
1932_11_04,45
1932_11_10,45
1932_12_01,45
1932_12_18,45
1933_04_05,45
1933_04_07,45
1933_05_02,45
1934_06_20,45
1934_10_01,45
1934_10_04,45
1934_10_13,45
1935_01_08,45
1935_01_20,45
1935_03_08,45
1935_05_20,45
1935_06_13,45
1935_06_17,45
1935_08_13,45
1935_09_08,45
1935_09_26,45
1935_10_06,45
1935_12_23,45
1936_01_03,45
1936_02_08,45
1936_02_16,45
1936_02_19,45
1936_02_20,45
1936_03_07,45
1936_04_25,45
1936_06_17,45
1936_06_24,45
1936_06_25,45
1936_07_02,45
1936_08_29,45
1936_09_24,45
1936_10_16,45
1936_11_13,45
1936_12_04,45
1937_01_05,45
1937_01_11,45
1937_01_18,45
1937_01_19,45
1937_02_05,45
1937_02_08,45
1937_02_16,45
1937_02_23,45
1937_03_06,45
1937_03_13,45
1937_04_08,45
1937_04_22,45
1937_05_01,45
1937_05_24,45
1937_08_06,45
1937_08_21,45
1937_08_22,45
1937_08_25,45
1937_09_24,45
1937_10_21,45
1937_11_06,45
1937_11_13,45
1937_11_15,45
1937_11_27,45
1937_11_30,45
1937_12_31,45
1938_03_11,45
1938_03_14,45
1938_04_13,45
1938_04_22,45
1938_04_24,45
1938_05_18,45
1938_06_24,45
1938_07_05,45
1938_07_13,45
1938_08_02,45
1938_09_29,45
1938_10_13,45
1938_12_05,45
1938_12_30,45
1939_01_13,45
1939_01_30,45
1939_02_13,45
1939_02_20,45
1939_02_25,45
1939_03_08,45
1939_04_23,45
1939_04_30,45
1939_06_29,45
1939_07_02,45
1939_07_28,45
1939_08_02,45
1939_08_24,45
1939_08_27,45
1939_10_09,45
1939_10_14,45
1940_02_24,45
1940_04_29,45
1940_05_29,45
1940_07_05,45
1940_11_08,45
1941_01_23,45
1941_02_16,45
1941_03_07,45
1941_03_18,45
1941_03_23,45
1941_04_22,45
1941_04_24,45
1941_04_28,45
1941_05_09,45
1941_05_19,45
1941_05_29,45
1941_06_28,45
1941_07_22,45
1941_08_23,45
1941_11_03,45
1941_11_29,45
1941_12_30,45
1942_04_29,45
1942_07_20,45
1942_12_17,45
1943_01_19,45
1943_01_22,45
1943_05_30,45
1944_07_31,45
1977_01_30,45
1977_03_13,45
1977_04_09,45
1977_05_21,45
1977_08_03,45
1977_08_10,45
1977_09_29,45
1977_10_17,45
1977_10_19,45
1977_10_30,45
1978_03_29,45
1978_04_02,45
1978_04_13,45
1978_04_27,45
1978_05_03,45
1978_06_01,45
1978_07_09,45
1978_08_03,45
1978_08_04,45
1978_08_09,45
1978_08_21,45
1978_09_11,45
1978_12_19,45
1922_12_25,44
1924_12_24,44
1925_06_15,44
1925_09_25,44
1926_03_03,44
1926_11_11,44
1927_09_09,44
1929_04_14,44
1929_11_02,44
1930_01_08,44
1930_02_09,44
1930_03_23,44
1930_06_20,44
1930_06_25,44
1930_07_27,44
1930_08_03,44
1930_09_15,44
1930_10_14,44
1930_11_12,44
1930_12_02,44
1930_12_05,44
1931_01_10,44
1931_06_10,44
1932_01_05,44
1932_03_25,44
1932_05_03,44
1932_06_07,44
1932_09_09,44
1933_02_01,44
1933_02_04,44
1933_02_06,44
1933_03_01,44
1933_03_05,44
1933_06_04,44
1933_08_13,44
1933_08_28,44
1933_09_15,44
1933_11_12,44
1933_12_15,44
1934_01_03,44
1934_01_08,44
1934_04_01,44
1934_04_02,44
1934_04_08,44
1934_04_17,44
1934_05_04,44
1934_05_15,44
1934_06_11,44
1934_09_11,44
1934_10_18,44
1934_12_04,44
1935_01_04,44
1935_03_01,44
1935_07_11,44
1935_08_04,44
1935_09_05,44
1935_09_14,44
1935_09_22,44
1935_10_05,44
1935_11_01,44
1935_11_18,44
1936_03_17,44
1936_04_13,44
1936_05_04,44
1936_05_16,44
1936_05_20,44
1936_05_25,44
1936_07_05,44
1936_07_30,44
1936_08_07,44
1936_09_21,44
1936_10_02,44
1936_10_05,44
1936_11_26,44
1937_01_14,44
1937_01_20,44
1937_01_26,44
1937_02_13,44
1937_03_11,44
1937_03_18,44
1937_03_21,44
1937_04_13,44
1937_06_03,44
1937_06_28,44
1937_07_16,44
1937_07_22,44
1937_07_26,44
1937_11_17,44
1937_11_25,44
1937_12_14,44
1938_02_16,44
1938_03_19,44
1938_03_26,44
1938_04_19,44
1938_05_22,44
1938_05_25,44
1938_07_03,44
1938_08_31,44
1938_09_08,44
1938_10_08,44
1938_11_15,44
1939_01_16,44
1939_04_09,44
1939_07_11,44
1939_08_22,44
1939_09_21,44
1939_10_13,44
1940_03_29,44
1940_03_30,44
1940_04_21,44
1940_07_26,44
1941_04_26,44
1941_04_30,44
1941_05_23,44
1941_05_26,44
1941_06_19,44
1941_07_31,44
1941_09_13,44
1941_10_15,44
1941_10_30,44
1941_11_16,44
1941_12_11,44
1943_04_19,44
1943_06_13,44
1943_07_13,44
1943_10_07,44
1943_10_31,44
1977_02_21,44
1977_03_22,44
1977_04_20,44
1977_05_19,44
1977_07_02,44
1977_07_06,44
1977_07_18,44
1977_08_01,44
1977_08_14,44
1977_10_06,44
1977_10_20,44
1977_11_12,44
1977_12_03,44
1978_01_10,44
1978_01_13,44
1978_01_17,44
1978_01_28,44
1978_02_08,44
1978_02_23,44
1978_02_25,44
1978_03_13,44
1978_03_17,44
1978_04_18,44
1978_05_23,44
1978_06_05,44
1978_07_05,44
1978_07_11,44
1978_08_10,44
1978_08_12,44
1978_08_23,44
1978_08_25,44
1978_09_03,44
1978_10_04,44
1978_11_11,44
1922_10_10,43
1924_12_25,43
1925_01_02,43
1925_11_11,43
1926_04_04,43
1926_04_06,43
1927_02_10,43
1927_03_15,43
1927_06_25,43
1928_01_06,43
1928_04_01,43
1928_04_14,43
1928_05_10,43
1929_04_29,43
1929_06_16,43
1929_08_01,43
1929_08_28,43
1929_10_28,43
1930_03_06,43
1930_03_16,43
1930_04_06,43
1930_05_16,43
1930_07_09,43
1930_09_06,43
1930_09_18,43
1930_09_26,43
1930_10_15,43
1931_01_02,43
1931_06_04,43
1931_06_12,43
1931_09_15,43
1931_10_15,43
1932_03_01,43
1932_04_15,43
1932_05_04,43
1932_06_15,43
1932_06_21,43
1932_07_15,43
1932_09_06,43
1932_09_07,43
1932_09_10,43
1932_09_22,43
1932_11_05,43
1932_11_28,43
1933_02_16,43
1933_04_06,43
1933_05_03,43
1933_07_14,43
1933_08_03,43
1933_08_12,43
1933_09_17,43
1933_09_29,43
1933_11_01,43
1933_11_10,43
1933_12_01,43
1933_12_02,43
1934_01_07,43
1934_02_12,43
1934_02_16,43
1934_03_25,43
1934_04_05,43
1934_05_12,43
1934_07_12,43
1934_08_24,43
1934_09_12,43
1934_09_17,43
1934_10_19,43
1934_11_14,43
1934_12_01,43
1934_12_05,43
1934_12_27,43
1935_01_09,43
1935_03_22,43
1935_04_14,43
1935_04_21,43
1935_05_07,43
1935_05_22,43
1935_06_21,43
1935_06_30,43
1935_07_20,43
1935_09_27,43
1935_10_03,43
1935_11_16,43
1935_12_04,43
1936_01_26,43
1936_02_05,43
1936_03_05,43
1936_03_26,43
1936_04_17,43
1936_04_28,43
1936_06_28,43
1936_07_21,43
1936_08_21,43
1936_08_26,43
1936_09_05,43
1936_12_03,43
1936_12_11,43
1936_12_14,43
1937_02_27,43
1937_03_08,43
1937_06_24,43
1937_08_04,43
1937_08_09,43
1937_09_08,43
1937_09_23,43
1937_09_30,43
1937_10_26,43
1937_10_28,43
1937_10_29,43
1937_11_02,43
1938_01_25,43
1938_02_14,43
1938_02_24,43
1938_03_13,43
1938_05_03,43
1938_05_26,43
1938_07_11,43
1938_08_22,43
1938_10_14,43
1939_01_17,43
1939_01_31,43
1939_03_02,43
1939_03_14,43
1939_03_20,43
1939_03_21,43
1939_05_31,43
1939_06_27,43
1939_07_20,43
1939_07_23,43
1939_07_30,43
1939_08_11,43
1939_08_26,43
1939_08_30,43
1939_10_26,43
1939_11_26,43
1939_12_28,43
1940_05_19,43
1940_05_26,43
1940_11_13,43
1941_01_16,43
1941_02_05,43
1941_02_25,43
1941_03_30,43
1941_05_24,43
1941_05_27,43
1941_06_23,43
1941_08_04,43
1941_08_27,43
1941_08_31,43
1941_10_14,43
1941_11_10,43
1941_12_04,43
1941_12_14,43
1943_01_30,43
1943_07_28,43
1976_11_27,43
1977_04_22,43
1977_07_03,43
1977_07_08,43
1977_07_29,43
1977_07_31,43
1977_10_29,43
1977_11_02,43
1977_11_17,43
1977_11_20,43
1977_11_21,43
1977_12_01,43
1977_12_11,43
1977_12_17,43
1978_01_08,43
1978_02_17,43
1978_03_07,43
1978_03_12,43
